,DATE_TIME,TEMPERATURE,Dew_Point,Wind_Direction,Wind_Speed
403,2021-01-15 20:33:00,7.8,4.4,90.0,9.8
404,2021-01-15 20:51:00,7.8,3.9,90.0,9.3
405,2021-01-15 21:47:00,8.0,4.0,90.0,9.3
406,2021-01-15 21:51:00,7.8,4.4,80.0,8.8
407,2021-01-15 22:51:00,7.8,4.4,80.0,7.7
408,2021-01-15 23:48:00,8.0,4.0,80.0,9.3
409,2021-01-15 23:51:00,7.8,4.4,90.0,8.2
410,2021-01-16 00:51:00,7.8,4.4,90.0,10.8
411,2021-01-16 01:51:00,7.2,5.0,90.0,10.3
412,2021-01-16 02:51:00,7.2,5.0,90.0,12.4
413,2021-01-16 03:49:00,7.0,6.0,90.0,9.3
414,2021-01-16 03:51:00,7.2,5.6,90.0,10.8
415,2021-01-16 04:51:00,7.2,6.1,110.0,7.2
416,2021-01-16 04:59:00,,,,
417,2021-01-16 05:51:00,7.8,6.1,80.0,8.8
418,2021-01-16 06:51:00,7.8,6.1,80.0,8.8
419,2021-01-16 07:51:00,7.8,6.7,290.0,4.1
420,2021-01-16 08:49:00,7.0,5.0,30.0,8.8
421,2021-01-16 08:51:00,6.7,5.0,30.0,9.3
422,2021-01-16 09:51:00,5.0,3.9,20.0,7.7
423,2021-01-16 10:49:00,5.0,4.0,360.0,5.1
424,2021-01-16 10:51:00,5.0,3.9,360.0,5.1
425,2021-01-16 11:36:00,5.0,3.9,40.0,6.2
426,2021-01-16 11:51:00,5.6,4.4,40.0,4.6
427,2021-01-16 12:07:00,5.6,4.4,270.0,3.6
428,2021-01-16 12:15:00,5.6,4.4,290.0,4.6
429,2021-01-16 12:51:00,5.6,3.9,300.0,5.1
430,2021-01-16 13:21:00,5.6,4.4,330.0,4.1
431,2021-01-16 13:51:00,6.1,5.0,310.0,3.1
432,2021-01-16 14:46:00,7.0,6.0,280.0,2.6
433,2021-01-16 14:51:00,7.2,6.1,290.0,3.1
434,2021-01-16 15:51:00,7.2,5.6,240.0,4.1
435,2021-01-16 16:28:00,7.8,6.1,230.0,5.7
436,2021-01-16 16:51:00,7.2,5.6,230.0,6.2
437,2021-01-16 17:07:00,7.2,5.6,230.0,6.7
438,2021-01-16 17:51:00,9.4,5.6,240.0,5.7
439,2021-01-16 18:51:00,9.4,3.9,250.0,8.2
440,2021-01-16 19:51:00,8.3,2.2,250.0,6.2
441,2021-01-16 20:51:00,7.8,1.1,280.0,4.6
